docked_cbu_geom_id,docked_cbu_energy,cbu_nickname,bare_ion_formula,bare_ion_radius,ion_valence,empty_cbu_geom_id,empty_cbu_energy,solvated_cbu_energy,bare_ion_energy,solvated_ion_energy,solvated_dock_geom_id,solvated_dock_energy,rel_vac_docked_energy,rel_sol_docked_energy,ion_binding_energy,solvated_ion_binding_energy,bare_solvated_binding_diff,sol_sol_ion_binding_energy
461443642,-15282.244518558391,pau,Cs+,167,monovalent,448067954,-15262.047406170735,-15262.391908315227,-20.008501340953,-20.084647715297,573211331.0,-15282.506902751411,0.0,0.0,-495.19834083983164,-295.2760197703875,199.92232106944414,-79.67532175851616
461439194,-11597.048430634699,ufi,Na+,116,monovalent,449299337,-11434.781378675954,-11435.05677157272,-162.080818395016,-162.195871800502,573210554.0,-11597.278122799707,15.362890604610321,4.53081537460237,-488.9562588160573,-186.88351970186,302.0727391141973,-66.89623933536593
462363388,-15240.39711190451,pau,Ba+2,149,divalent,448072197,-15214.94635656686,-15215.46420393015,-24.918320848578,-25.308147011253,573518105.0,-15240.809985320913,181.07179161879336,6.173162432100599,-1397.9068575495637,-374.41818948111904,1023.4886680684447,-98.80907092925003
481215035,-11413.198384003694,ufi,Ba+2,149,divalent,449302454,-11387.692725402234,-11388.12915393026,-24.918320848578,-25.308147011253,573827464.0,-11413.467463651354,44.79677818003605,15.60953828784934,-1542.0553876587194,-518.5667195902746,1023.4886680684448,-79.1922007188772
462277501,-11413.164485221374,ufi,Ba+2,149,divalent,449300237,-11387.660505296999,-11388.126251128979,-24.918320848578,-25.308147011253,573224080.0,-11413.46520403419,133.79803794026603,21.54216360351992,-1537.6480206368863,-514.1593525684415,1023.4886680684448,-80.88088074802916
462276796,-11418.371955663473,ufi,Sr+2,132,divalent,449301587,-11387.690813613202,-11388.12777444829,-30.100213482909,-30.519775878949,573543618.0,-11418.678691965128,45.63272473952445,7.259721355500729,-1525.2280697942927,-423.6669150787845,1101.561154715508,-81.76237650383607
462276800,-11418.362411175518,ufi,Sr+2,132,divalent,449303980,-11387.677478143152,-11388.125711424103,-30.100213482909,-30.519775878949,573580899.0,-11418.678076965065,70.69177977501364,8.874404143067968,-1535.18129404257,-433.6201393270617,1101.5611547155083,-85.56416413186693
462146125,-15282.237306242903,pau,Cs+,167,monovalent,448067945,-15262.05075358584,-15262.391973813264,-20.008501340953,-20.084647715297,573223156.0,-15282.506214885101,18.93593575562222,1.8059931339998012,-467.47376605879475,-267.5514449893506,199.92232106944414,-77.69736351354922
462363532,-3758.41817011064,d4r,Ba+2,149,divalent,448062377,-3733.083719845403,-3733.445685069727,-24.918320848578,-25.308147011253,573501008.0,-3758.495018148627,91.84512116098475,52.8542426808703,-1092.5478666644526,-69.05919859600779,1023.4886680684448,679.5160311556815
462149089,-15245.600184979721,pau,Sr+2,132,divalent,448071053,-15214.97381647611,-15215.465271014842,-30.100213482909,-30.519775878949,573210652.0,-15246.013116986487,84.28746284485953,3.5388202326009215,-1381.4201120866219,-279.8589573711137,1101.561154715508,-73.69803398755724
